allow_double_logging,completed_date,consistency_score,consistency_weight,current_streak,current_value,health_score,longest_streak,maximum_session_period,minimum_session_daily,minimum_session_period,misses_allowed_per_period,momentum_score,momentum_weight,period_end,period_start,progress_percentage,progress_score,progress_weight,created_at,id,last_updated_at,goal_id,health_status,metric,schedule_spec,target_operator,uuid,target_value
False,,66.67,45,0,120.0,62.5,7,240,60.0,180,1,66.67,30,2026-06-14,2026-06-08,50.0,50.0,25,2026-06-08 05:00:00.000000,40120,2026-06-14 22:00:00.000000,35db5859-e282-4de2-add9-c7485fd2c604,ON_TRACK,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""MONDAY"",""WEDNESDAY"",""FRIDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,7fe0db12-9e91-4e1e-bdf0-04be679ff3e9,2160.0
False,,100.0,45,1,180.0,93.75,7,240,60.0,180,1,100.0,30,2026-06-21,2026-06-15,75.0,75.0,25,2026-06-15 05:00:00.000000,40121,2026-06-21 22:00:00.000000,35db5859-e282-4de2-add9-c7485fd2c604,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""MONDAY"",""WEDNESDAY"",""FRIDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,e8404792-685a-46ca-b984-da93c9fd99a9,2160.0
False,,100.0,45,2,180.0,93.75,7,240,60.0,180,1,100.0,30,2026-06-28,2026-06-22,75.0,75.0,25,2026-06-22 05:00:00.000000,40122,2026-06-28 22:00:00.000000,35db5859-e282-4de2-add9-c7485fd2c604,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""MONDAY"",""WEDNESDAY"",""FRIDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,ddaea2d0-1c6f-4a0a-a112-ebaf363d9d75,2160.0
False,,33.33,45,2,60.0,31.25,7,240,180.0,180,1,33.33,30,2026-06-30,2026-06-29,25.0,25.0,25,2026-06-29 05:00:00.000000,40123,2026-06-30 22:00:00.000000,35db5859-e282-4de2-add9-c7485fd2c604,CRITICAL,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""MONDAY"",""WEDNESDAY"",""FRIDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,ce91f2be-6232-4e79-ae94-a7a5d9e19c52,2160.0
True,,100.0,35,1,210.0,91.11,1,270,90.0,180,1,100.0,25,2026-04-05,2026-04-01,77.78,77.78,40,2026-04-01 05:00:00.000000,40092,2026-04-05 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,1af37799-d5ed-46a2-a255-e0a0f140c557,2400.0
True,,100.0,35,2,300.0,100.0,2,270,60.0,180,1,100.0,25,2026-04-12,2026-04-06,100.0,100.0,40,2026-04-06 05:00:00.000000,40093,2026-04-12 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,000af8b2-10f3-40b5-8189-48e2cf02f2b3,2400.0
True,,66.67,35,2,180.0,67.65,2,270,60.0,180,1,70.59,25,2026-04-19,2026-04-13,66.67,66.67,40,2026-04-13 05:00:00.000000,40094,2026-04-19 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,ON_TRACK,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,4c6f61a9-8869-4e08-8cc8-fd3486395559,2400.0
True,,100.0,35,3,300.0,100.0,3,270,60.0,180,1,100.0,25,2026-04-26,2026-04-20,100.0,100.0,40,2026-04-20 05:00:00.000000,40095,2026-04-26 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,3373383f-db12-429f-9a18-764b67a22dd4,2400.0
True,,100.0,35,4,300.0,100.0,4,270,60.0,180,1,100.0,25,2026-05-03,2026-04-27,100.0,100.0,40,2026-04-27 05:00:00.000000,40096,2026-05-03 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,2a89b233-78cd-465c-994b-f5cbd5f022e4,2400.0
True,,100.0,35,5,300.0,100.0,5,270,60.0,180,1,100.0,25,2026-05-10,2026-05-04,100.0,100.0,40,2026-05-04 05:00:00.000000,40097,2026-05-10 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,caa224d6-d50a-488d-b31d-4a47e7625309,2400.0
True,,66.67,35,0,180.0,66.67,5,270,60.0,180,1,66.67,25,2026-05-17,2026-05-11,66.67,66.67,40,2026-05-11 05:00:00.000000,40098,2026-05-17 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,ON_TRACK,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,77139c6b-7633-4e40-856e-51ac16942d71,2400.0
True,,100.0,35,1,300.0,100.0,5,270,60.0,180,1,100.0,25,2026-05-24,2026-05-18,100.0,100.0,40,2026-05-18 05:00:00.000000,40099,2026-05-24 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,4ff3d7de-4d36-4aaa-b9f1-1e89e4c40ec5,2400.0
True,,100.0,35,2,300.0,100.0,5,270,60.0,180,1,100.0,25,2026-05-31,2026-05-25,100.0,100.0,40,2026-05-25 05:00:00.000000,40100,2026-05-31 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,10dc72ec-6d7c-4300-984a-b672f154c97f,2400.0
True,,100.0,35,3,300.0,100.0,5,270,60.0,180,1,100.0,25,2026-06-07,2026-06-01,100.0,100.0,40,2026-06-01 05:00:00.000000,40101,2026-06-07 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,ec54936c-a297-47f4-9683-854c515bb405,2400.0
True,,100.0,35,4,300.0,100.0,5,270,60.0,180,1,100.0,25,2026-06-14,2026-06-08,100.0,100.0,40,2026-06-08 05:00:00.000000,40102,2026-06-14 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,b95dfa9a-9c62-4272-b92b-9da7b101da1d,2400.0
True,,66.67,35,4,180.0,66.67,5,270,60.0,180,1,66.67,25,2026-06-21,2026-06-15,66.67,66.67,40,2026-06-15 05:00:00.000000,40103,2026-06-21 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,ON_TRACK,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,640fc907-08df-4330-a73b-bba7e01243a0,2400.0
True,,100.0,35,5,300.0,100.0,5,270,60.0,180,1,100.0,25,2026-06-28,2026-06-22,100.0,100.0,40,2026-06-22 05:00:00.000000,40104,2026-06-28 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,THRIVING,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,eba58818-482e-4351-b3f3-26004b6d7f65,2400.0
True,,50.0,35,0,90.0,43.33,5,270,180.0,180,1,50.0,25,2026-06-30,2026-06-29,33.33,33.33,40,2026-06-29 05:00:00.000000,40105,2026-06-30 22:00:00.000000,52f027c0-14d5-45e3-9fc2-05ea3bf5739a,AT_RISK,DURATION,"{""version"":2,""scheduleType"":""WEEKLY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":3,""maxCheckins"":4},""rules"":[{""scope"":""DAY_OF_WEEK"",""values"":[""TUESDAY"",""THURSDAY"",""SATURDAY""],""mode"":""STRICT""}],""exclusions"":[]}",GREATER_THAN,a10abd7d-2a38-4722-bb1f-2722d5a9a847,2400.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-01,2026-04-01,25.0,25.0,30,2026-04-01 05:00:00.000000,40229,2026-04-01 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,54f1d479-a30d-4d84-af6a-35848876a8a4,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-02,2026-04-02,25.0,25.0,30,2026-04-02 05:00:00.000000,40230,2026-04-02 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,1df2abb6-b7a2-42ac-8acb-1226f9bdd58a,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-03,2026-04-03,25.0,25.0,30,2026-04-03 05:00:00.000000,40231,2026-04-03 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,bd103b50-0bd7-43de-a768-0d77027bf054,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-04-04,2026-04-04,0.0,0.0,30,2026-04-04 05:00:00.000000,40232,2026-04-04 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,28b4e24b-7046-4808-8df9-dc82fde36d33,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-05,2026-04-05,25.0,25.0,30,2026-04-05 05:00:00.000000,40233,2026-04-05 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,47b7a057-39bc-40d0-b904-b7f80d428823,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-06,2026-04-06,25.0,25.0,30,2026-04-06 05:00:00.000000,40234,2026-04-06 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,a6bd74df-bb0a-4b78-af7a-5048a7b53b6f,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-04-07,2026-04-07,0.0,0.0,30,2026-04-07 05:00:00.000000,40235,2026-04-07 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,609e78ec-2920-491a-b6fb-a2c4ba6d3d20,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-08,2026-04-08,25.0,25.0,30,2026-04-08 05:00:00.000000,40236,2026-04-08 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,58f74688-1d9e-45a9-8de6-b4395c81d73e,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-09,2026-04-09,25.0,25.0,30,2026-04-09 05:00:00.000000,40237,2026-04-09 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,6a0c2c05-1051-4bbc-9f42-166dbf096c30,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-10,2026-04-10,25.0,25.0,30,2026-04-10 05:00:00.000000,40238,2026-04-10 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,93c12c45-838c-4720-a584-98d3267a268d,80.0
